code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain
КБ-2014-Р2-0555,Тарелка,"Тарелки фаянсовой с желтой поливой снаружи и внутри со следами нагара, клеймом на донце, профиль",фаянс,Д=не определен см,Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0555_orig.jpg,startswith,1,КБ-2014-Р2-0555,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р2-0558,Блюдце,"Блюдца фаянсового с черным растительным и сюжетным декольным орнаментом внутри и клеймом на донце, профиль",фаянс,"Двен=16; Ддон=7; выс=2,5 см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0558_orig.jpg,startswith,1,КБ-2014-Р2-0558,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0
КБ-2014-Р2-0559,Тарелка,Тарелка миниатюрная фарфоровая с полихромной растительной росписью внутри фр-ая,фарфор,"Двен=8; Ддон=3,8; выс=1,3 см",Фрагмент,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0559_orig.jpg,startswith,1,КБ-2014-Р2-0559,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р2-0566,Тарелка,"Тарелка фаянсовая с синим геометрическим орнаментом внутри и клеймом на донце, фр-ая",фаянс,"Двен=26,5; Ддон=15; выс=3,5 см",Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0566_orig.jpg,startswith,1,КБ-2014-Р2-0566,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р2-0571,Миска,Миска фаянсовая с черной поливой снаружи и внутри фр-ая,фаянс,"Двен=13; Ддон=8,5; выс=6,5 см",Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0571_orig.jpg,startswith,1,КБ-2014-Р2-0571,Фаянс,миска,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р2-0576,Миска,"Миски красноглиняной с белым ангобом снаружи и внутри с зеленой люстровой поливой, профиль",керамика,Двен=15; Ддон=6; выс=4 см,Фрагмент,Слой 5/ гориз.3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0576_orig.jpg,startswith,1,КБ-2014-Р2-0576,Керамика,миска,0,профиль,0,фрагмент,0,0,0
КБ-2014-Р2-0607,Тарелка,Тарелка миниатюрная фарфоровая с черным линейным орнаментом внутри,фарфор,"Двен=9,5; Ддон=5,5; выс=1,5 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0607_orig.jpg,startswith,1,КБ-2014-Р2-0607,Фарфор,тарелка,0,часть не указана,1,целый,0,0,0
КБ-2014-Р2-0612,Крышка,Сосуда фарфорового с синим и золотым линейным орнаментом снаружи крышка,фарфор,"Д=3; выс=2,5 см",Целый,Слой 3/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0612_orig.jpg,startswith,1,КБ-2014-Р2-0612,Фарфор,крышка,0,часть не указана,1,целый,0,0,0
КБ-2014-Р2-0643,Крышка,Сосуда парфюмерного (?) прямоугольного прозрачного стекла крышка с рельефной надписью сверху фр-ая,стекло,"7 х 4,6 х 1,5 см",Фрагмент,,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0643_orig.jpg,startswith,1,КБ-2014-Р2-0643,Стекло,крышка,0,часть не указана,1,фрагмент,0,0,1
КБ-2014-Р2-0708,Тарелка,Тарелки фарфоровой с зеленым орнаментом внутри профиль,фарфор,Двен=25; Ддон=12; выс=5 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0708_orig.jpg,startswith,1,КБ-2014-Р2-0708,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0
КБ-2014-Р2-0755,Изразец,Изразец (?) полуколонна красноглиняный с рельефным орнаментом фр-ый,керамика,24+ х 8+ х 2 см,Фрагмент,Слой 2/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0755_orig.jpg,startswith,1,КБ-2014-Р2-0755,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,1
КБ-2014-Р2-0782,Тарелка,Тарелки фаянсовой с черной поливой снаружи и внутри профиль с рельефным краем,фаянс,Двен=25; Ддон=13; выс=4 см,Фрагмент,Слой 5/ гориз.2,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р2-0782_orig.jpg,startswith,1,КБ-2014-Р2-0782,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0
КБ-2014-Р3-0022,Тарелка,Тарелки фарфоровой с белой поливой снаружи и внутри донца с клеймом фр-т,фарфор,,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0022_orig.jpg,startswith,1,КБ-2014-Р3-0022,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р3-0060,Изразец,Изразца красноглиняного с белой поливой снаружи карнизная часть с румпой фрагментированная с клеймом,керамика,"18,3 х 15 х 2; hрум=6 см",Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0060_orig.jpg,startswith,1,КБ-2014-Р3-0060,Керамика,изразец,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р3-0064,Блюдце,Блюдца фарфорового с белой поливой снаружи и внутри донца с клеймом фр-т,фарфор,D10 см,Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0064_orig.jpg,startswith,1,КБ-2014-Р3-0064,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0
КБ-2014-Р3-0086,Тарелка,Тарелки фаянсовой с белой поливой снаружи и внутри донца с клеймом фр-т,фаянс,D15 см,Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0086_orig.jpg,startswith,1,КБ-2014-Р3-0086,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р3-0158,Тарелка,Тарелки фаянсовой с белой поливой снаружи и внутри донца с клеймом фр-т,фаянс,D12 см,Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0158_orig.jpg,startswith,1,КБ-2014-Р3-0158,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0
КБ-2014-Р3-0299,Блюдце,Блюдца фарфорового с белой поливой снаружи и внутри донца с клеймом фр-т,фарфор,D8 см,Фрагмент,Слой 3/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0299_orig.jpg,startswith,1,КБ-2014-Р3-0299,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0
КБ-2014-Р3-0394,Тарелка,Тарелки красноглиняной с белым ангобом снаружи и зеленой поливой внутри профиль,керамика,Dвен=17; Dдон=8; Выс=3 см,Фрагмент,Слой 1/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0394_orig.jpg,startswith,1,КБ-2014-Р3-0394,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0
КБ-2014-Р3-0442,Крышка,Крышки фаянсовой с белой поливой с черным подглазурным орнаментом в виде георгиевского креста с лентой и белой поливой внутри профиль,фаянс,D17 см,Фрагмент,Слой 2/ гориз.1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р3-0442_orig.jpg,startswith,1,КБ-2014-Р3-0442,Фаянс,крышка,0,профиль,0,фрагмент,0,0,0
КБ-2014-Р4-389,Блюдце,"Блюдца фарфорового с клеймом на дне ""Т-во М.С.КУЗНЕЦОВА РИГА"" фрагмент",фарфор,"D7,3 см",Фрагмент,Слой 3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-389_orig.jpg,startswith,1,КБ-2014-Р4-389,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р4-438,Тарелка,"Тарелки фарфоровой с цветочным рисунком внутри и клеймом на дне снаружи  перекрещенные  мечи точка  ""ВI."" фрагмент",фарфор,"D8,5 см",Фрагмент,Слой 3,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-438_orig.jpg,startswith,1,КБ-2014-Р4-438,Фарфор,тарелка,0,часть не указана,1,фрагмент,0,0,0
КБ-2014-Р4-581,Блюдце,"Блюдца фарфорового с растительным точечным рисунком внутри на дне клеймо ""VILLEROY&BOC….DRESDEN""",фарфор,D9 см,Целый,Слой 1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-581_orig.jpg,startswith,1,КБ-2014-Р4-581,Фарфор,блюдце,0,часть не указана,1,целый,0,0,0
КБ-2014-Р4-583,Блюдце,"Блюдца фарфорового на дне клеймо красного цвета  шестигранная звезда ""Тва И.Е.КУЗНЕЦОВА В.Ф."" дна фрагмент",фарфор,D7.5 см,Фрагмент,Слой 1,ИИМК РАН,2014.0,data/raw/images/КБ-2014-Р4-583_orig.jpg,startswith,1,КБ-2014-Р4-583,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0
