code,name,description,material,size,fragm,cultlayer,execorg,survyear,image_file,match_rule,has_image,group_key,material_raw,type,type_is_missing,part,part_is_missing,integrity,integrity_is_missing,material_is_missing,label_is_uncertain,split
Кроп-2013-155,Блюдце,Сосуда (блюдца ?) фарфорового с растительным полихромным орнаментом внутри венчика фр-т,фарфор,Д=15 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-155_orig.jpg,startswith,1,Кроп-2013-155,Фарфор,блюдце,0,венчик,0,фрагмент,0,0,1,train
Кроп-2013-158,Блюдце,Блюдца фарфорового с геометрическим орнаментом внутри и клейменым донцем профиля фр-т,фарфор,Двен=14; Ддон=8 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-158_orig.jpg,startswith,1,Кроп-2013-158,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
Кроп-2013-159,Блюдце,"Блюдца фарфорового с декольным орнаментом внутри и клеймом на донце, профиля фр-т",фарфор,"Двен=15; Ддон=8,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-159_orig.jpg,startswith,1,Кроп-2013-159,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,train
Кроп-2013-163,Крышка,Сосуда  прозрачного зеленого стекла крышка,стекло,"Д=7,4 см",Целый,,,2013.0,data/raw/images/Кроп-2013-163_orig.jpg,startswith,1,Кроп-2013-163,Стекло,крышка,0,часть не указана,1,целый,0,0,0,val
Кроп-2013-186,Крышка,Сосуда фаянсового с белой поливой внутри и снаружи рельефное навершие крышки,фаянс,"3,7 х 5 х 3,5+ см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-186_orig.jpg,startswith,1,Кроп-2013-186,Фаянс,крышка,0,часть не указана,1,фрагмент,0,0,0,train
Кроп-2013-203,Миска,Миски светлоглиняной с коричневой поливой внутри и снаружи профиля фр-т,керамика,Двен=34; Ддон=22 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-203_orig.jpg,startswith,1,Кроп-2013-203,Керамика,миска,0,профиль,0,фрагмент,0,0,0,train
Кроп-2013-204,Миска,Миски белоглиняной с желто-зеленой поливой внутри и снаружи орнаментированного венчика фр-т,керамика,Д=20 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-204_orig.jpg,startswith,1,Кроп-2013-204,Керамика,миска,0,венчик,0,фрагмент,0,0,0,train
Кроп-2013-218,Миска,Миски красноглиняной со светло-коричневой поливой внутри и снаружи венчика фр-т,керамика,Д=17 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-218_orig.jpg,startswith,1,Кроп-2013-218,Керамика,миска,0,венчик,0,фрагмент,0,0,0,test
Кроп-2013-240,Миска,Миски белоглиняной с зеленой с коричневым поливой внутри и снаружи профиля фр-т,керамика,"Двен=17; Ддон=8,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-240_orig.jpg,startswith,1,Кроп-2013-240,Керамика,миска,0,профиль,0,фрагмент,0,0,0,val
Кроп-2013-243,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи с рельефным орнаментом по краю профиля фр-т,керамика,"Двен=26; Ддон=14; выс=4,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-243_orig.jpg,startswith,1,Кроп-2013-243,Керамика,тарелка,0,профиль,0,фрагмент,0,0,0,train
Кроп-2013-248,Блюдце,Блюдца фаянсового с белой поливой снаружи и внутри с синим подглазурным растительным орнаментом внутри донца клейменого фр-т,фаянс,Д=7 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-248_orig.jpg,startswith,1,Кроп-2013-248,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0,train
Кроп-2013-252,Блюдце,"Блюдца фаянсового с белой поливой снаружи и внутри, с фиолетовым подглазурным декольным орнаментом и клеймом на донце профиля фр-т",фаянс,"Двен=14; Ддон=7; выс=2,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-252_orig.jpg,startswith,1,Кроп-2013-252,Фаянс,блюдце,0,донце,0,фрагмент,0,0,0,train
Кроп-2013-262,Тарелка,"Тарелки фаянсовой с белой поливой внутри и снаружи с клеймом на донце, профиля фр-т",фаянс,Двен=21; ддон=14; выс=3 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-262_orig.jpg,startswith,1,Кроп-2013-262,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,test
Кроп-2013-263,Блюдце,"Блюдце фарфоровое с растительным декольным орнаментом внутри, фрагментированное",фарфор,"Двен=15; Ддон=9; выс=2,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-263_orig.jpg,startswith,1,Кроп-2013-263,Фарфор,блюдце,0,часть не указана,1,фрагмент,0,0,0,train
Кроп-2013-266,Блюдце,"Блюдце фарфоровое рельефное с клеймом на донце и зеленым подглазурным декольным растительно-пейзажным орнаментом, фрагментированное",фарфор,"Двен=14; Ддон=8,3; выс=3 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-266_orig.jpg,startswith,1,Кроп-2013-266,Фарфор,блюдце,0,донце,0,фрагмент,0,0,0,test
Кроп-2013-267,Тарелка,Тарелки фарфоровой  с рельефным краем профиля фр-т,фарфор,Двен=25; Ддон=14; выс=3 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-267_orig.jpg,startswith,1,Кроп-2013-267,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,test
Кроп-2013-268,Тарелка,Тарелки фарфоровой донца клейменого фр-т,фарфор,Д=12 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-268_orig.jpg,startswith,1,Кроп-2013-268,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0,train
Кроп-2013-285,Тарелка,"Тарелка фаянсовая с белой поливой внутри и снаружи ,с клеймами на донце, фрагментированная",фаянс,"Двен=15; Ддон=7; выс=1,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-285_orig.jpg,startswith,1,Кроп-2013-285,Фаянс,тарелка,0,донце,0,фрагмент,0,0,0,train
Кроп-2013-317,Тарелка,"Тарелка фаянсовая с белой поливой внутри и снаружи с линейным орнаментом (зеленый, золотистый) вдоль венчика внутри и клеймом на донце, фрагментированная",фаянс,"Двен=14,5; Ддон=12,5; выс=4,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-317_orig.jpg,startswith,1,Кроп-2013-317,Фаянс,тарелка,0,венчик,0,фрагмент,0,0,0,train
Кроп-2013-373,Крышка,Сосуда красноглиняного со светло-коричневой снаружи и белой поливой внутри крышки фр-т,керамика,Д=17 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-373_orig.jpg,startswith,1,Кроп-2013-373,Керамика,крышка,0,часть не указана,1,фрагмент,0,0,0,train
Кроп-2013-391,Тарелка,"Тарелки фарфоровой с линейным красно-желтым  орнаментом по краю, профиля фр-т",фарфор,Двен=24; Ддон=15; Выс=3 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-391_orig.jpg,startswith,1,Кроп-2013-391,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
Кроп-2013-392,Крышка,Сосуда фарфорового с зеленым растительным подглазурным орнаментом и золотой полосой крышки фр-т,фарфор,Д=10 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-392_orig.jpg,startswith,1,Кроп-2013-392,Фарфор,крышка,0,часть не указана,1,фрагмент,0,0,0,train
Кроп-2013-398,Тарелка,Тарелки фаянсовой с белой поливой внутри и снаружи профиля фр-т,фаянс,"Двен=24; Ддон=11; Выс=4,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-398_orig.jpg,startswith,1,Кроп-2013-398,Фаянс,тарелка,0,профиль,0,фрагмент,0,0,0,train
Кроп-2013-399,Тарелка,Тарелки фарфоровой с геометрическим полихромным орнаментом внутри профиля фр-т,фарфор,Двен=10; Ддон=8; выс=2 см,Фрагмент,,,2013.0,data/raw/images/Кроп-2013-399_orig.jpg,startswith,1,Кроп-2013-399,Фарфор,тарелка,0,профиль,0,фрагмент,0,0,0,train
Кроп-2013-400,Тарелка,Тарелки фарфоровой с линейным золотым орнаментом по краю снаружи донца клейменого фр-т,фарфор,"Д=9,5 см",Фрагмент,,,2013.0,data/raw/images/Кроп-2013-400_orig.jpg,startswith,1,Кроп-2013-400,Фарфор,тарелка,0,донце,0,фрагмент,0,0,0,train
